0.46154,0.46528,0.47485,1.75,1.5285
0.42308,0.47917,0.48793,1.835,1.514
0.5,0.49305,0.50252,1.927,1.534
0.5,0.50695,0.5161,2.002,1.519
0.65385,0.50695,0.50453,2.129,1.5165
0.61538,0.54861,0.54477,2.114,1.5115
0.57692,0.54861,0.53068,2.186,1.5045
0.61538,0.61111,0.61268,2.288,1.5045
0.61538,0.59722,0.61268,2.341,1.5045
0.61538,0.64583,0.65342,2.4,1.53
0.61538,0.64583,0.65342,2.437,1.484
0.76923,0.64583,0.65543,2.521,1.483
0.69231,0.625,0.64085,2.571,1.451
0.69231,0.70139,0.69517,2.615,1.425
